pair,scenario,condition,correct,final_choice,n_turns
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,broom,conflict_adv,0,corner,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,broom,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,brush,conflict_adv,0,,5
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,brush,conflict_adv,0,,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,brush,conflict_adv,0,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,brush,conflict_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,brush,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,bulb,conflict_adv,1,box,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,bulb,conflict_adv,0,,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,bulb,conflict_adv,0,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,bulb,conflict_adv,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,bulb,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cable,conflict_adv,1,desk,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cable,conflict_adv,0,floor,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cable,conflict_adv,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cable,conflict_adv,1,desk,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cable,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,camera,conflict_adv,1,shelf,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,camera,conflict_adv,1,shelf,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,camera,conflict_adv,0,bag,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,camera,conflict_adv,0,bag,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,camera,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,candle,conflict_adv,1,mantle,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,candle,conflict_adv,0,,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,candle,conflict_adv,0,table,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,candle,conflict_adv,1,mantle,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,candle,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,chain,conflict_adv,1,hook,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,chain,conflict_adv,1,hook,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,chain,conflict_adv,1,hook,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,chain,conflict_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,chain,conflict_adv,1,hook,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,chalk,conflict_adv,1,box,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,chalk,conflict_adv,1,box,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,chalk,conflict_adv,0,tray,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,chalk,conflict_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,chalk,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,charger,conflict_adv,1,desk,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,charger,conflict_adv,1,desk,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,charger,conflict_adv,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,charger,conflict_adv,0,bed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,charger,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,clip,conflict_adv,1,desk,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,clip,conflict_adv,0,tray,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,clip,conflict_adv,0,tray,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,clip,conflict_adv,0,tray,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,clip,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,clipboard,conflict_adv,1,desk,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,clipboard,conflict_adv,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,clipboard,conflict_adv,0,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,clipboard,conflict_adv,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,clipboard,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cloth,conflict_adv,1,basket,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cloth,conflict_adv,0,rack,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cloth,conflict_adv,1,basket,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cloth,conflict_adv,1,basket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cloth,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,coin,conflict_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,coin,conflict_adv,1,pocket,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,coin,conflict_adv,1,pocket,8
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,coin,conflict_adv,1,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,coin,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,comb,conflict_adv,1,drawer,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,comb,conflict_adv,0,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,comb,conflict_adv,0,,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,comb,conflict_adv,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,comb,conflict_adv,0,shelf,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cord,conflict_adv,1,basket,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cord,conflict_adv,1,basket,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cord,conflict_adv,0,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cord,conflict_adv,1,basket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cord,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cup,conflict_adv,1,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cup,conflict_adv,1,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cup,conflict_adv,0,table,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cup,conflict_adv,0,,1
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cup,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,dice,conflict_adv,1,table,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,dice,conflict_adv,1,table,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,dice,conflict_adv,1,table,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,dice,conflict_adv,1,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,dice,conflict_adv,1,table,8
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,drill,conflict_adv,1,bench,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,drill,conflict_adv,0,case,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,drill,conflict_adv,0,case,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,drill,conflict_adv,0,case,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,drill,conflict_adv,1,bench,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,fan,conflict_adv,0,floor,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,fan,conflict_adv,0,floor,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,fan,conflict_adv,1,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,fan,conflict_adv,0,floor,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,fan,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,film,conflict_adv,1,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,film,conflict_adv,0,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,film,conflict_adv,1,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,film,conflict_adv,0,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,film,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,flag,conflict_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,flag,conflict_adv,1,pole,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,flag,conflict_adv,0,box,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,flag,conflict_adv,0,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,flag,conflict_adv,1,pole,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,flashlight,conflict_adv,0,shelf,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,flashlight,conflict_adv,0,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,flashlight,conflict_adv,0,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,flashlight,conflict_adv,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,flashlight,conflict_adv,0,shelf,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,flask,conflict_adv,1,locker,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,flask,conflict_adv,1,locker,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,flask,conflict_adv,1,locker,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,flask,conflict_adv,1,locker,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,flask,conflict_adv,1,locker,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,fork,conflict_adv,1,counter,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,fork,conflict_adv,1,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,fork,conflict_adv,0,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,fork,conflict_adv,1,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,fork,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,frame,conflict_adv,1,wall,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,frame,conflict_adv,1,wall,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,frame,conflict_adv,0,desk,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,frame,conflict_adv,1,wall,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,frame,conflict_adv,0,,16
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,glasses,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,glasses,conflict_adv,1,shelf,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,glasses,conflict_adv,0,counter,14
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,glasses,conflict_adv,1,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,glasses,conflict_adv,1,shelf,2
Qwen3-8B × Qwen3-8B,glasses,conflict_adv,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,glasses,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,globe,conflict_adv,1,shelf,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,globe,conflict_adv,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,globe,conflict_adv,0,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,globe,conflict_adv,0,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,globe,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,glove,conflict_adv,1,bench,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,glove,conflict_adv,1,bench,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,glove,conflict_adv,0,pocket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,glove,conflict_adv,0,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,glove,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,hammer,conflict_adv,1,floor,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,hammer,conflict_adv,1,floor,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,hammer,conflict_adv,1,floor,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,hammer,conflict_adv,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,hammer,conflict_adv,0,shelf,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,hat,conflict_adv,0,,4
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,hat,conflict_adv,0,chair,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,hat,conflict_adv,0,chair,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,hat,conflict_adv,1,hook,2
Qwen3-8B × Qwen3-8B,hat,conflict_adv,0,chair,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,hat,conflict_adv,0,chair,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,jacket,conflict_adv,1,hook,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,jacket,conflict_adv,0,chair,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,jacket,conflict_adv,0,chair,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,jacket,conflict_adv,0,,1
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,jacket,conflict_adv,0,chair,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,jar,conflict_adv,1,counter,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,jar,conflict_adv,0,shelf,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,jar,conflict_adv,1,counter,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,jar,conflict_adv,1,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,jar,conflict_adv,0,,16
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,key,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,key,conflict_adv,1,red box,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,key,conflict_adv,0,blue box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,key,conflict_adv,1,red box,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,key,conflict_adv,0,blue box,4
Qwen3-8B × Qwen3-8B,key,conflict_adv,0,blue box,2
Qwen_Qwen3-14B × Qwen_Qwen3-14B,key,conflict_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,key,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,knob,conflict_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,knob,conflict_adv,0,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,knob,conflict_adv,0,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,knob,conflict_adv,1,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,knob,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lantern,conflict_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lantern,conflict_adv,0,tent,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lantern,conflict_adv,1,truck,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lantern,conflict_adv,1,truck,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lantern,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lanyard,conflict_adv,1,locker,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lanyard,conflict_adv,1,locker,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lanyard,conflict_adv,0,desk,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lanyard,conflict_adv,0,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lanyard,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,leash,conflict_adv,1,hook,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,leash,conflict_adv,0,table,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,leash,conflict_adv,1,hook,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,leash,conflict_adv,0,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,leash,conflict_adv,1,hook,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lens,conflict_adv,0,,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lens,conflict_adv,1,bag,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lens,conflict_adv,1,bag,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lens,conflict_adv,1,bag,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lens,conflict_adv,0,,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,letter,conflict_adv,1,mat,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,letter,conflict_adv,0,mailbox,10
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,letter,conflict_adv,0,mailbox,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,letter,conflict_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,letter,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lighter,conflict_adv,1,pocket,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lighter,conflict_adv,0,drawer,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lighter,conflict_adv,1,pocket,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lighter,conflict_adv,1,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lighter,conflict_adv,1,pocket,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lock,conflict_adv,0,shed,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lock,conflict_adv,0,shed,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lock,conflict_adv,0,,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lock,conflict_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lock,conflict_adv,1,gate,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,map,conflict_adv,1,wall,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,map,conflict_adv,1,wall,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,map,conflict_adv,1,wall,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,map,conflict_adv,0,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,map,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,marker,conflict_adv,1,tray,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,marker,conflict_adv,0,cup,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,marker,conflict_adv,0,,11
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,marker,conflict_adv,0,cup,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,marker,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mask,conflict_adv,1,drawer,4
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mask,conflict_adv,1,drawer,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mask,conflict_adv,0,hook,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mask,conflict_adv,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mask,conflict_adv,1,drawer,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mat,conflict_adv,1,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mat,conflict_adv,0,floor,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mat,conflict_adv,0,floor,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mat,conflict_adv,0,floor,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mat,conflict_adv,0,floor,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,medal,conflict_adv,1,box,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,medal,conflict_adv,1,box,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,medal,conflict_adv,0,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,medal,conflict_adv,0,,3
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,medal,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mirror,conflict_adv,1,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mirror,conflict_adv,0,wall,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mirror,conflict_adv,0,,15
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mirror,conflict_adv,0,wall,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mirror,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mug,conflict_adv,1,rack,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mug,conflict_adv,1,rack,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mug,conflict_adv,0,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mug,conflict_adv,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mug,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,needle,conflict_adv,0,box,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,needle,conflict_adv,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,needle,conflict_adv,0,box,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,needle,conflict_adv,1,drawer,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,needle,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,net,conflict_adv,0,,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,net,conflict_adv,0,yard,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,net,conflict_adv,0,yard,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,net,conflict_adv,0,yard,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,net,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,notebook,conflict_adv,0,backpack,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,notebook,conflict_adv,1,desk,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,notebook,conflict_adv,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,notebook,conflict_adv,0,backpack,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,notebook,conflict_adv,0,backpack,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pail,conflict_adv,1,shed,4
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pail,conflict_adv,1,shed,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pail,conflict_adv,0,porch,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pail,conflict_adv,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pail,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,paint,conflict_adv,1,shelf,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,paint,conflict_adv,0,bench,4
